,worker_id,rev_id,quoting_attack,recipient_attack,third_party_attack,other_attack,attack,gender,english_first_language,age_group,education
340,561,187322360813,1.0,71.0,24.0,5.0,101.0,male,0,45-60,bachelors
341,562,185258131183,0.0,126.0,36.0,3.0,164.0,male,0,18-30,masters
342,563,266388490944,0.0,103.0,1.0,17.0,119.0,male,0,18-30,hs
343,564,281923798229,1.0,59.0,14.0,32.0,104.0,male,0,30-45,masters
344,568,192727800964,0.0,32.0,0.0,0.0,32.0,male,0,18-30,masters
345,569,363334771106,2.0,70.0,9.0,101.0,178.0,male,0,18-30,bachelors
346,570,267779620860,0.0,26.0,0.0,1.0,27.0,male,0,18-30,professional
347,573,226972908542,4.0,87.0,13.0,11.0,114.0,male,0,18-30,professional
348,574,34626178736,0.0,16.0,7.0,2.0,24.0,male,0,18-30,hs
349,575,180591755217,2.0,71.0,11.0,28.0,112.0,male,0,30-45,professional
350,576,25534973180,2.0,20.0,3.0,1.0,26.0,male,0,Under 18,hs
351,578,282976390234,1.0,146.0,65.0,0.0,208.0,female,0,30-45,hs
352,579,265171794440,1.0,91.0,7.0,174.0,247.0,male,0,30-45,masters
353,580,92008225751,0.0,43.0,8.0,2.0,53.0,male,0,Under 18,hs
354,583,12385858666,0.0,22.0,4.0,0.0,25.0,male,1,30-45,masters
355,584,24625966353,3.0,39.0,15.0,0.0,57.0,male,0,45-60,bachelors
356,587,264651786111,62.0,18.0,57.0,130.0,137.0,female,0,18-30,professional
357,588,274662236142,0.0,112.0,15.0,7.0,134.0,female,1,18-30,masters
358,591,23132642990,0.0,22.0,4.0,0.0,25.0,female,1,30-45,bachelors
359,593,58607304646,0.0,35.0,17.0,0.0,52.0,female,1,30-45,bachelors
360,595,124049141263,0.0,33.0,16.0,1.0,50.0,female,1,18-30,professional
361,596,128884303764,0.0,58.0,3.0,1.0,60.0,male,0,Under 18,hs
362,600,208562156416,0.0,109.0,24.0,8.0,137.0,male,0,18-30,bachelors
363,603,259968916527,1.0,109.0,10.0,16.0,134.0,male,0,30-45,masters
364,604,44660921915,0.0,66.0,11.0,13.0,86.0,male,1,18-30,masters
365,605,198231353581,233.0,134.0,30.0,6.0,403.0,male,0,18-30,bachelors
366,606,253421940793,3.0,95.0,45.0,10.0,147.0,female,0,45-60,bachelors
367,607,157874838613,2.0,36.0,6.0,2.0,46.0,male,0,18-30,hs
368,608,259053802592,3.0,46.0,3.0,33.0,84.0,male,0,18-30,bachelors
369,609,378900412194,1.0,172.0,23.0,0.0,196.0,male,0,18-30,professional
370,614,315509719092,377.0,204.0,121.0,178.0,612.0,female,0,45-60,hs
371,616,300805826667,69.0,133.0,35.0,135.0,307.0,male,0,30-45,bachelors
372,618,214717416596,0.0,61.0,11.0,1.0,73.0,male,0,18-30,bachelors
373,619,234066664903,3.0,226.0,64.0,0.0,259.0,male,0,30-45,masters
374,620,254148720652,0.0,289.0,39.0,4.0,331.0,male,0,18-30,professional
375,622,67096978909,1.0,45.0,36.0,1.0,78.0,female,0,,hs
376,623,27778690040,0.0,26.0,10.0,13.0,45.0,male,0,18-30,bachelors
377,625,179827176456,0.0,47.0,47.0,0.0,47.0,female,0,18-30,bachelors
378,626,155625290038,0.0,34.0,7.0,43.0,84.0,female,1,30-45,bachelors
379,627,126717287410,0.0,33.0,3.0,2.0,36.0,male,0,18-30,hs
380,629,23051086799,1.0,24.0,4.0,0.0,29.0,male,0,30-45,masters
381,631,201374429856,1.0,146.0,28.0,4.0,178.0,male,0,30-45,masters
382,632,260806165865,2.0,71.0,13.0,1.0,87.0,female,0,30-45,masters
383,633,286535450653,3.0,146.0,50.0,26.0,221.0,female,0,30-45,professional
384,636,106557519496,0.0,43.0,4.0,8.0,55.0,female,0,18-30,bachelors
386,639,336306754481,1.0,110.0,19.0,194.0,324.0,male,0,45-60,bachelors
387,641,254507233700,0.0,128.0,1.0,0.0,129.0,male,0,30-45,bachelors
388,642,150841381976,4.0,20.0,3.0,32.0,58.0,male,0,30-45,hs
389,643,206868921136,0.0,136.0,131.0,1.0,136.0,female,0,18-30,bachelors
390,645,285681913427,2.0,86.0,14.0,11.0,113.0,female,0,18-30,professional
391,646,76912733012,0.0,41.0,0.0,0.0,41.0,male,0,18-30,hs
392,647,396261329418,6.0,177.0,44.0,0.0,227.0,male,0,18-30,hs
393,651,179246869923,0.0,68.0,17.0,1.0,86.0,male,0,30-45,masters
394,652,360239967827,0.0,104.0,1.0,2.0,107.0,male,0,18-30,bachelors
395,653,98506853272,0.0,24.0,6.0,1.0,31.0,male,0,18-30,masters
396,656,269009063345,51.0,17.0,45.0,109.0,120.0,male,0,45-60,hs
397,659,151949217274,0.0,70.0,15.0,2.0,87.0,female,1,30-45,professional
398,660,256462779055,0.0,0.0,21.0,80.0,101.0,female,0,18-30,hs
399,661,223550544485,1.0,144.0,34.0,14.0,190.0,male,0,18-30,hs
400,663,314499397392,0.0,100.0,48.0,123.0,271.0,female,0,30-45,bachelors
401,667,225738257974,1.0,85.0,3.0,20.0,109.0,female,0,18-30,bachelors
402,668,256149750559,8.0,178.0,84.0,33.0,272.0,female,0,18-30,bachelors
403,671,84834538767,0.0,36.0,21.0,0.0,57.0,male,0,18-30,bachelors
404,672,223795825524,0.0,203.0,29.0,3.0,232.0,female,1,30-45,bachelors
405,673,244143798073,1.0,37.0,1.0,194.0,199.0,male,0,18-30,hs
406,675,255603208293,0.0,111.0,4.0,2.0,117.0,female,1,18-30,some
407,678,179490007261,1.0,54.0,18.0,15.0,88.0,female,0,30-45,bachelors
408,680,72285897586,1.0,21.0,1.0,2.0,25.0,male,0,30-45,bachelors
409,681,257875136272,0.0,88.0,17.0,22.0,127.0,male,0,30-45,hs
410,682,251333242488,0.0,127.0,6.0,1.0,134.0,female,0,30-45,professional
411,683,207217021287,14.0,117.0,35.0,128.0,283.0,male,0,45-60,hs
412,684,121785852982,1.0,103.0,12.0,40.0,156.0,female,0,18-30,masters
413,685,78307122998,0.0,9.0,0.0,12.0,21.0,female,0,18-30,professional
414,687,47839058094,0.0,37.0,12.0,7.0,52.0,male,0,18-30,hs
415,688,257264427128,0.0,161.0,10.0,2.0,172.0,male,0,30-45,bachelors
416,689,28390786434,0.0,17.0,3.0,8.0,28.0,male,0,18-30,bachelors
417,691,128975786151,0.0,47.0,0.0,45.0,48.0,female,0,18-30,masters
418,692,140639965914,0.0,46.0,0.0,46.0,50.0,male,1,18-30,masters
419,693,32343228514,0.0,0.0,2.0,58.0,60.0,male,0,30-45,bachelors
420,694,44956664068,1.0,32.0,8.0,0.0,41.0,male,0,18-30,bachelors
421,695,25842800859,0.0,6.0,1.0,1.0,8.0,male,0,18-30,bachelors
422,696,202119794897,0.0,57.0,57.0,1.0,58.0,female,0,18-30,hs
423,697,200604298366,0.0,32.0,0.0,36.0,36.0,male,1,30-45,masters
424,699,187182537001,189.0,189.0,189.0,189.0,189.0,male,1,30-45,hs
425,701,177113889989,29.0,53.0,53.0,21.0,64.0,female,0,18-30,bachelors
426,702,28691241030,0.0,40.0,8.0,9.0,57.0,female,0,18-30,bachelors
427,703,143997914244,0.0,0.0,3.0,103.0,106.0,female,1,18-30,bachelors
428,704,267506831780,10.0,79.0,16.0,6.0,111.0,male,0,18-30,bachelors
429,705,177146495349,0.0,35.0,1.0,4.0,40.0,male,0,18-30,hs
430,706,109113721351,0.0,8.0,1.0,23.0,32.0,female,0,18-30,professional
431,707,331466587032,25.0,89.0,4.0,135.0,247.0,female,0,18-30,bachelors
432,708,179217927891,0.0,77.0,1.0,87.0,87.0,male,0,,masters
433,709,180623773943,3.0,60.0,2.0,13.0,71.0,male,1,18-30,masters
434,710,72473023694,1.0,47.0,6.0,3.0,57.0,male,0,18-30,bachelors
435,712,9575624641,0.0,10.0,4.0,0.0,14.0,male,1,18-30,doctorate
436,713,240559236402,0.0,92.0,17.0,2.0,111.0,male,0,30-45,hs
437,715,173203703420,5.0,23.0,5.0,15.0,48.0,male,0,18-30,bachelors
438,717,164732447505,1.0,37.0,9.0,11.0,58.0,male,0,30-45,hs
439,719,282026774816,1.0,139.0,52.0,3.0,191.0,male,0,18-30,bachelors
440,720,169504828923,1.0,52.0,9.0,122.0,179.0,female,0,18-30,masters
441,721,182420455076,0.0,45.0,45.0,0.0,45.0,female,0,18-30,bachelors
442,722,175238649874,0.0,19.0,2.0,41.0,62.0,male,0,18-30,masters
443,723,144746622509,2.0,37.0,4.0,32.0,49.0,female,0,18-30,masters
444,730,169262566620,1.0,62.0,10.0,1.0,71.0,female,0,18-30,bachelors
445,731,159114190454,8.0,99.0,40.0,17.0,120.0,male,0,18-30,masters
446,734,356178151351,0.0,120.0,5.0,2.0,126.0,male,0,18-30,bachelors
447,736,249131491954,17.0,212.0,29.0,1.0,256.0,male,1,30-45,masters
448,737,177259297495,0.0,9.0,6.0,207.0,208.0,female,0,30-45,professional
449,740,300764393574,1.0,117.0,44.0,15.0,169.0,female,0,30-45,professional
450,741,174640262736,0.0,49.0,26.0,6.0,76.0,male,0,45-60,bachelors
451,742,115533787540,0.0,27.0,1.0,3.0,31.0,male,0,30-45,hs
452,743,233081114441,0.0,104.0,40.0,3.0,147.0,male,0,18-30,hs
453,744,186312708160,0.0,61.0,14.0,16.0,88.0,male,0,18-30,masters
454,745,253753281326,1.0,65.0,8.0,6.0,80.0,male,0,18-30,hs
455,746,188297565428,11.0,152.0,23.0,9.0,193.0,male,0,30-45,masters
456,747,220019216245,2.0,129.0,12.0,0.0,143.0,female,0,18-30,hs
457,748,247796851158,1.0,55.0,16.0,26.0,98.0,male,0,30-45,bachelors
458,749,211347053166,0.0,154.0,25.0,2.0,175.0,male,1,30-45,bachelors
459,751,27398574527,0.0,30.0,20.0,1.0,45.0,male,0,30-45,bachelors
460,752,24871973112,0.0,8.0,9.0,8.0,25.0,male,0,18-30,masters
461,754,56190091331,20.0,60.0,13.0,0.0,93.0,female,1,45-60,hs
462,758,205480929278,0.0,66.0,10.0,19.0,80.0,male,1,30-45,masters
463,759,171989045273,0.0,129.0,36.0,3.0,167.0,female,0,30-45,hs
464,761,177936674059,5.0,55.0,9.0,119.0,173.0,male,0,30-45,hs
465,762,181439859244,0.0,29.0,0.0,28.0,33.0,female,0,18-30,bachelors
466,763,137835017275,2.0,73.0,6.0,1.0,82.0,male,0,30-45,hs
467,764,159454805206,0.0,106.0,13.0,28.0,147.0,female,0,30-45,bachelors
468,767,26530024959,7.0,26.0,9.0,18.0,60.0,male,1,18-30,masters
469,769,176461769581,0.0,63.0,2.0,27.0,75.0,female,0,18-30,bachelors
470,770,195973449407,2.0,60.0,21.0,5.0,83.0,female,0,30-45,bachelors
471,771,135032065026,0.0,25.0,5.0,0.0,30.0,male,0,30-45,hs
472,773,69122549828,1.0,33.0,2.0,2.0,37.0,male,0,18-30,masters
473,774,147625828551,0.0,104.0,104.0,0.0,104.0,female,1,18-30,bachelors
474,776,182810684360,0.0,76.0,8.0,1.0,85.0,female,0,18-30,hs
475,777,48271508452,0.0,6.0,0.0,0.0,6.0,male,0,18-30,bachelors
476,780,85790884896,2.0,5.0,17.0,39.0,63.0,female,0,18-30,masters
477,781,86435684908,1.0,37.0,9.0,2.0,49.0,male,1,18-30,bachelors
478,782,28603122752,0.0,26.0,14.0,2.0,40.0,male,0,30-45,masters
479,783,51625899971,1.0,28.0,8.0,2.0,38.0,male,0,18-30,bachelors
480,785,239652624557,54.0,139.0,99.0,21.0,159.0,male,0,30-45,professional
481,786,96442887675,2.0,55.0,22.0,0.0,79.0,male,0,45-60,hs
482,787,139464413897,1.0,20.0,10.0,0.0,31.0,male,0,18-30,bachelors
483,788,175211685662,0.0,37.0,7.0,4.0,48.0,male,0,18-30,bachelors
484,789,70876116806,0.0,40.0,9.0,6.0,55.0,female,0,18-30,bachelors
485,790,274226932804,2.0,73.0,46.0,15.0,136.0,male,0,18-30,bachelors
486,791,200879601012,1.0,64.0,7.0,10.0,82.0,female,0,18-30,bachelors
487,793,91594673076,1.0,34.0,7.0,5.0,47.0,female,1,45-60,hs
488,795,174571683513,1.0,151.0,37.0,6.0,176.0,female,1,45-60,bachelors
489,796,209354214087,47.0,122.0,69.0,22.0,246.0,male,0,Over 60,bachelors
490,799,120767625831,1.0,81.0,4.0,11.0,96.0,female,0,18-30,hs
491,800,115032218680,0.0,95.0,13.0,6.0,112.0,male,1,45-60,bachelors
492,801,25157549250,0.0,10.0,4.0,40.0,51.0,male,0,18-30,hs
493,804,245666268068,0.0,84.0,9.0,0.0,93.0,male,0,30-45,bachelors
494,805,204075898985,7.0,81.0,29.0,0.0,97.0,male,1,30-45,hs
495,807,317458024168,1.0,116.0,28.0,33.0,177.0,male,0,18-30,bachelors
496,808,43724414106,2.0,24.0,10.0,4.0,38.0,male,0,18-30,bachelors
497,809,46092664447,0.0,39.0,10.0,2.0,48.0,female,0,30-45,bachelors
498,810,202178828779,2.0,113.0,57.0,0.0,166.0,female,0,30-45,hs
499,811,180453881803,0.0,38.0,3.0,41.0,81.0,male,0,30-45,hs
500,812,207942457602,0.0,71.0,4.0,30.0,105.0,male,0,18-30,masters
501,813,150579560398,1.0,62.0,8.0,31.0,101.0,male,0,18-30,bachelors
502,814,28123026568,0.0,27.0,4.0,0.0,31.0,male,0,18-30,hs
503,815,28224213515,1.0,37.0,6.0,3.0,46.0,female,1,45-60,hs
504,818,13096467640,0.0,12.0,0.0,1.0,13.0,female,1,45-60,hs
505,820,301059677117,127.0,128.0,128.0,128.0,128.0,male,0,30-45,bachelors
506,821,208919244280,0.0,81.0,17.0,25.0,123.0,male,0,18-30,hs
507,822,241300012988,1.0,85.0,17.0,1.0,104.0,female,0,30-45,bachelors
508,823,172676672941,1.0,103.0,16.0,23.0,142.0,female,0,30-45,bachelors
509,825,148496667934,1.0,55.0,8.0,1.0,65.0,female,0,18-30,masters
510,826,44829047773,0.0,86.0,8.0,0.0,94.0,female,1,Under 18,hs
511,830,22378872141,0.0,1.0,0.0,34.0,35.0,male,0,18-30,hs
512,832,126471374837,1.0,38.0,5.0,0.0,44.0,female,0,30-45,bachelors
513,833,228628012652,1.0,69.0,5.0,55.0,130.0,female,0,45-60,bachelors
514,834,221404237983,0.0,104.0,24.0,1.0,127.0,female,0,30-45,hs
515,835,171479693903,0.0,41.0,41.0,0.0,41.0,female,0,18-30,bachelors
516,836,220101671894,0.0,146.0,42.0,1.0,187.0,female,0,30-45,masters
517,838,23869538753,0.0,23.0,10.0,1.0,30.0,female,0,45-60,hs
518,839,297813792456,1.0,98.0,21.0,9.0,129.0,female,1,30-45,bachelors
519,840,177639054233,5.0,43.0,21.0,17.0,79.0,female,0,18-30,professional
520,841,183217202978,0.0,87.0,85.0,0.0,89.0,male,1,30-45,bachelors
521,842,254988662416,1.0,112.0,16.0,12.0,140.0,female,0,18-30,hs
522,843,261429320885,3.0,57.0,12.0,6.0,78.0,male,0,30-45,masters
523,845,223035159616,13.0,156.0,25.0,167.0,361.0,female,1,30-45,bachelors
524,850,181719334107,2.0,37.0,6.0,1.0,46.0,male,0,30-45,hs
525,851,174144752180,0.0,29.0,4.0,58.0,91.0,female,0,18-30,bachelors
526,852,295080696867,1.0,81.0,23.0,5.0,108.0,male,0,30-45,masters
527,853,215354180282,3.0,37.0,11.0,46.0,97.0,male,0,30-45,masters
528,854,238177650891,1.0,92.0,25.0,5.0,123.0,male,0,30-45,masters
529,855,146503297532,0.0,19.0,18.0,22.0,59.0,female,0,18-30,masters
530,856,165147510847,5.0,92.0,48.0,43.0,174.0,male,0,30-45,bachelors
531,858,45127313903,0.0,39.0,13.0,0.0,51.0,female,1,18-30,bachelors
532,859,174971174685,1.0,71.0,20.0,0.0,92.0,male,0,30-45,bachelors
533,860,55288145196,2.0,23.0,6.0,18.0,49.0,male,0,18-30,bachelors
534,862,85871357170,5.0,62.0,11.0,0.0,78.0,male,0,30-45,bachelors
535,863,291005882564,29.0,128.0,6.0,63.0,219.0,male,0,18-30,bachelors
536,864,294768404376,7.0,34.0,28.0,70.0,139.0,male,0,30-45,bachelors
537,865,183924095046,0.0,116.0,31.0,5.0,151.0,female,1,30-45,doctorate
538,867,102337885410,0.0,12.0,24.0,19.0,47.0,male,0,18-30,hs
539,868,227660097591,3.0,72.0,13.0,10.0,94.0,male,0,30-45,hs
540,869,231858295689,2.0,56.0,11.0,5.0,73.0,male,0,Under 18,hs
541,870,81662045676,0.0,5.0,2.0,1.0,8.0,male,0,18-30,hs
542,871,248529809493,17.0,29.0,26.0,41.0,56.0,female,0,18-30,masters
543,872,341106831715,0.0,75.0,4.0,0.0,79.0,male,0,18-30,hs
544,873,105565222335,0.0,15.0,8.0,2.0,25.0,male,0,18-30,bachelors
545,874,234626245576,0.0,40.0,12.0,20.0,71.0,male,0,18-30,bachelors
546,875,178994417758,48.0,123.0,115.0,131.0,148.0,female,0,30-45,bachelors
547,876,103473256263,0.0,7.0,0.0,8.0,15.0,male,0,18-30,some
548,877,182545263376,0.0,12.0,10.0,17.0,25.0,male,0,18-30,bachelors
549,878,267549616292,0.0,7.0,7.0,88.0,94.0,male,0,18-30,bachelors
550,880,79460727868,0.0,0.0,0.0,98.0,98.0,male,0,18-30,bachelors
551,881,302749605240,0.0,68.0,11.0,13.0,86.0,male,0,30-45,masters
552,882,193140083750,0.0,69.0,1.0,33.0,103.0,male,0,30-45,professional
553,884,25226641800,0.0,1.0,1.0,2.0,4.0,female,1,30-45,hs
554,885,76136770379,0.0,16.0,11.0,0.0,27.0,female,1,30-45,bachelors
555,886,86741563988,0.0,3.0,1.0,7.0,9.0,female,0,18-30,bachelors
556,889,41981324445,0.0,2.0,3.0,8.0,11.0,male,0,30-45,bachelors
557,892,103619394834,0.0,11.0,4.0,2.0,17.0,male,0,,hs
558,893,23251082605,8.0,9.0,3.0,1.0,21.0,female,1,30-45,hs
559,895,264584320741,3.0,141.0,27.0,151.0,289.0,male,1,30-45,bachelors
560,896,54841494337,0.0,1.0,2.0,5.0,8.0,male,0,18-30,hs
561,897,56508653551,1.0,16.0,4.0,2.0,23.0,female,1,18-30,hs
562,899,74793029459,0.0,10.0,2.0,18.0,30.0,female,0,30-45,hs
563,901,317664359477,2.0,99.0,23.0,27.0,146.0,female,0,30-45,bachelors
564,902,329096419184,0.0,131.0,0.0,2.0,133.0,male,0,18-30,bachelors
565,904,345017299203,4.0,109.0,31.0,24.0,165.0,male,0,30-45,hs
566,907,153416303469,0.0,38.0,38.0,19.0,38.0,male,0,30-45,professional
567,909,361593321800,0.0,81.0,45.0,18.0,142.0,male,0,18-30,bachelors
568,910,120202565003,0.0,32.0,9.0,2.0,42.0,male,0,18-30,bachelors
569,912,107406587531,0.0,2.0,2.0,4.0,6.0,male,0,18-30,hs
570,913,240027556047,3.0,56.0,13.0,18.0,90.0,male,0,30-45,masters
571,915,213303519342,0.0,24.0,12.0,46.0,65.0,male,1,18-30,masters
572,916,149306869419,0.0,18.0,4.0,5.0,27.0,male,0,30-45,hs
573,917,104446777844,3.0,6.0,1.0,60.0,70.0,male,0,Under 18,hs
574,918,105008887070,0.0,8.0,0.0,1.0,8.0,male,0,30-45,professional
575,919,44860472439,0.0,3.0,0.0,0.0,3.0,male,0,18-30,some
576,920,111343206527,0.0,27.0,13.0,47.0,84.0,male,0,18-30,bachelors
577,921,207793845476,1.0,46.0,23.0,2.0,71.0,male,0,18-30,bachelors
578,922,212182613692,0.0,26.0,6.0,16.0,42.0,male,0,30-45,bachelors
579,923,80941704040,0.0,4.0,1.0,0.0,5.0,female,1,30-45,bachelors
580,924,54450181501,0.0,2.0,0.0,0.0,2.0,male,0,18-30,bachelors
581,925,134364620400,0.0,8.0,6.0,3.0,16.0,female,1,18-30,bachelors
582,927,93720915698,44.0,29.0,32.0,23.0,100.0,female,0,45-60,professional
583,928,100428491364,32.0,43.0,21.0,1.0,46.0,male,1,18-30,hs
584,933,137780382449,0.0,2.0,2.0,7.0,7.0,male,0,30-45,hs
585,934,334439574269,0.0,103.0,20.0,60.0,180.0,male,1,Over 60,bachelors
586,936,208371057065,1.0,117.0,32.0,2.0,152.0,female,0,45-60,bachelors
587,938,391562934136,1.0,160.0,27.0,13.0,199.0,female,1,45-60,hs
588,939,179473115127,1.0,99.0,34.0,9.0,143.0,female,0,45-60,masters
589,941,49639656315,1.0,10.0,0.0,0.0,11.0,male,0,30-45,professional
590,943,52047097286,0.0,2.0,0.0,4.0,6.0,male,0,30-45,bachelors
591,944,184629867802,0.0,84.0,12.0,3.0,99.0,male,0,30-45,bachelors
592,946,151811186933,10.0,41.0,18.0,2.0,71.0,male,0,18-30,bachelors
593,950,182675607427,0.0,15.0,1.0,5.0,21.0,male,0,18-30,hs
594,951,106733184331,0.0,8.0,3.0,2.0,13.0,male,0,45-60,bachelors
595,952,32189105795,0.0,0.0,0.0,0.0,0.0,male,0,30-45,bachelors
596,953,123641271086,13.0,83.0,93.0,8.0,125.0,female,0,45-60,masters
597,955,64006154858,0.0,0.0,2.0,3.0,5.0,female,0,18-30,professional
598,957,256914176195,1.0,62.0,1.0,2.0,66.0,female,0,30-45,bachelors
599,958,351388755741,0.0,78.0,15.0,108.0,201.0,male,0,18-30,masters
600,960,330349225126,111.0,111.0,111.0,0.0,111.0,female,0,30-45,hs
601,961,74307840436,1.0,10.0,5.0,1.0,17.0,male,1,30-45,hs
602,962,54045512443,1.0,4.0,0.0,1.0,6.0,female,0,18-30,professional
603,963,86074577904,0.0,0.0,0.0,6.0,6.0,male,0,18-30,masters
604,964,228862308975,1.0,53.0,10.0,38.0,99.0,male,0,45-60,hs
605,966,68297132857,1.0,2.0,1.0,6.0,10.0,male,0,30-45,masters
606,968,80745983900,0.0,2.0,0.0,0.0,2.0,male,1,18-30,masters
607,969,270808283146,0.0,155.0,9.0,8.0,172.0,female,1,30-45,hs
608,970,298190352591,0.0,55.0,7.0,31.0,93.0,male,0,18-30,professional
609,972,300216308038,7.0,101.0,42.0,4.0,154.0,female,0,18-30,bachelors
610,973,106999862107,1.0,5.0,11.0,1.0,18.0,male,0,18-30,bachelors
611,974,79464750029,1.0,1.0,3.0,10.0,15.0,male,0,18-30,bachelors
612,977,105525246414,0.0,13.0,0.0,3.0,16.0,male,0,18-30,hs
613,979,78420107282,1.0,17.0,12.0,2.0,29.0,female,1,18-30,bachelors
614,981,250933589214,0.0,87.0,20.0,6.0,113.0,male,0,30-45,bachelors
615,985,56160049299,1.0,4.0,3.0,0.0,8.0,male,1,30-45,bachelors
616,987,135889854641,1.0,63.0,17.0,0.0,78.0,male,1,30-45,bachelors
617,991,104072416276,0.0,0.0,6.0,10.0,16.0,male,0,18-30,professional
618,993,73911988620,0.0,7.0,3.0,12.0,22.0,female,0,18-30,professional
619,994,18055944354,0.0,5.0,1.0,0.0,6.0,male,0,18-30,professional
620,997,238015809360,2.0,114.0,27.0,4.0,147.0,female,0,30-45,hs
621,999,30799096162,0.0,1.0,0.0,0.0,1.0,male,0,30-45,bachelors
622,1001,218099525848,3.0,49.0,6.0,11.0,68.0,male,1,30-45,bachelors
623,1003,231777397581,12.0,76.0,34.0,34.0,151.0,male,0,30-45,masters
624,1006,106771841426,0.0,13.0,13.0,0.0,26.0,male,0,30-45,bachelors
625,1007,132970844691,0.0,81.0,26.0,14.0,121.0,male,0,18-30,professional
626,1009,190631171427,4.0,127.0,84.0,149.0,243.0,male,0,30-45,masters
627,1010,206140577129,1.0,81.0,11.0,0.0,93.0,male,0,30-45,bachelors
628,1011,155035269633,3.0,38.0,14.0,0.0,55.0,male,0,30-45,professional
629,1012,255998763148,2.0,34.0,8.0,6.0,45.0,male,1,30-45,hs
630,1013,179276218764,0.0,88.0,17.0,8.0,113.0,male,0,30-45,professional
631,1015,82819493739,2.0,32.0,11.0,5.0,50.0,male,0,30-45,hs
632,1016,241849713421,0.0,41.0,3.0,34.0,76.0,male,0,18-30,professional
633,1019,103674655475,0.0,11.0,4.0,6.0,21.0,female,0,18-30,bachelors
634,1021,80406956570,0.0,25.0,11.0,0.0,36.0,female,1,30-45,hs
635,1023,24510608239,1.0,1.0,1.0,3.0,3.0,female,0,30-45,professional
636,1025,262591969404,2.0,63.0,18.0,66.0,149.0,male,0,18-30,bachelors
637,1026,230945036819,0.0,36.0,11.0,114.0,148.0,female,1,30-45,bachelors
638,1028,210029648592,1.0,39.0,6.0,35.0,80.0,male,0,18-30,hs
639,1033,318654788889,2.0,57.0,21.0,60.0,140.0,female,0,45-60,bachelors
640,1034,96433541373,0.0,3.0,4.0,21.0,28.0,male,0,30-45,professional
641,1037,248274674991,1.0,50.0,17.0,12.0,63.0,male,0,45-60,masters
642,1038,110332094830,0.0,13.0,0.0,22.0,35.0,male,0,18-30,masters
643,1039,174079771166,0.0,0.0,0.0,102.0,102.0,male,0,30-45,hs
644,1040,81608562795,0.0,21.0,0.0,2.0,23.0,male,0,18-30,bachelors
645,1042,162190083369,0.0,12.0,14.0,4.0,30.0,male,0,18-30,hs
646,1046,105918417086,0.0,7.0,5.0,2.0,13.0,male,0,18-30,hs
647,1047,51997770298,0.0,0.0,7.0,0.0,7.0,female,0,18-30,masters
648,1048,324049877309,74.0,120.0,129.0,116.0,240.0,male,0,30-45,professional
649,1050,150516787869,0.0,42.0,11.0,11.0,64.0,male,0,18-30,professional
650,1052,92017771623,0.0,9.0,6.0,15.0,30.0,female,0,18-30,professional
651,1055,88545849129,13.0,10.0,21.0,26.0,33.0,male,0,45-60,professional
652,1056,322262164925,2.0,92.0,6.0,1.0,101.0,female,0,30-45,bachelors
653,1057,268040685090,1.0,95.0,15.0,1.0,112.0,male,0,30-45,hs
654,1058,232959650263,0.0,24.0,4.0,8.0,36.0,male,0,30-45,professional
655,1059,258210093735,48.0,49.0,48.0,51.0,52.0,female,0,18-30,hs
656,1060,189428109021,0.0,2.0,9.0,3.0,14.0,male,0,18-30,bachelors
657,1062,204651297962,1.0,94.0,11.0,5.0,111.0,male,0,30-45,hs
658,1065,166493194235,1.0,15.0,11.0,2.0,29.0,male,0,18-30,bachelors
659,1066,102429961957,0.0,19.0,10.0,13.0,41.0,male,1,45-60,hs
660,1067,322095320582,2.0,127.0,25.0,18.0,171.0,male,0,18-30,professional
661,1068,150104775129,0.0,13.0,5.0,35.0,42.0,male,0,18-30,masters
662,1070,36117703073,0.0,3.0,1.0,1.0,4.0,male,0,Under 18,masters
663,1071,263323868030,3.0,154.0,22.0,35.0,214.0,male,1,18-30,bachelors
664,1072,266805897392,15.0,177.0,41.0,17.0,249.0,male,0,30-45,bachelors
665,1073,86764151242,0.0,12.0,16.0,16.0,22.0,female,0,30-45,hs
666,1080,132140738096,4.0,20.0,4.0,6.0,34.0,female,1,18-30,bachelors
667,1081,94897422951,0.0,11.0,6.0,0.0,17.0,female,0,45-60,hs
668,1086,277823633079,6.0,191.0,75.0,9.0,280.0,male,0,30-45,bachelors
669,1089,218710092751,0.0,144.0,41.0,13.0,195.0,male,0,45-60,bachelors
670,1092,101375780430,0.0,9.0,7.0,22.0,38.0,male,1,30-45,hs
671,1093,173562044038,0.0,2.0,1.0,1.0,4.0,male,0,18-30,some
672,1094,95618142175,0.0,0.0,0.0,17.0,17.0,female,0,18-30,professional
673,1097,213881627816,0.0,0.0,0.0,29.0,29.0,female,0,30-45,hs
674,1100,244795612014,0.0,68.0,7.0,2.0,76.0,female,0,18-30,bachelors
675,1101,369570762217,0.0,218.0,248.0,5.0,260.0,male,0,18-30,bachelors
676,1102,186975189438,0.0,5.0,0.0,7.0,11.0,female,0,30-45,hs
677,1103,48763254560,1.0,16.0,14.0,5.0,35.0,female,1,18-30,bachelors
678,1104,12899806743,0.0,2.0,1.0,0.0,3.0,male,0,30-45,hs
679,1107,32565359849,0.0,14.0,11.0,5.0,23.0,male,0,18-30,hs
680,1110,287402819329,0.0,29.0,6.0,4.0,39.0,female,0,Under 18,hs
