,worker_id,rev_id,toxicity,toxicity_score,gender,english_first_language,age_group,education
862,983,132936368661.0,50,41.0,male,0,18-30,professional
863,984,136818097322.0,27,-27.0,male,0,30-45,bachelors
864,985,111035538314.0,182,5.0,male,0,30-45,bachelors
865,986,28346178286.0,8,46.0,male,0,18-30,hs
866,987,139253288373.0,90,60.0,female,1,30-45,bachelors
867,988,133152041458.0,57,272.0,male,0,18-30,hs
868,989,133880399190.0,73,157.0,female,1,18-30,some
869,990,122785803917.0,53,10.0,female,0,45-60,professional
870,991,123700646208.0,73,189.0,female,0,30-45,bachelors
871,992,146195940206.0,65,-38.0,male,0,30-45,masters
872,993,131231890653.0,70,181.0,female,0,18-30,bachelors
873,994,139953768633.0,52,299.0,male,1,30-45,masters
874,995,17592798702.0,14,17.0,male,1,45-60,bachelors
875,996,147612632506.0,104,86.0,female,0,30-45,professional
876,997,131396359466.0,68,251.0,male,0,18-30,some
877,998,140738390892.0,57,8.0,male,0,18-30,bachelors
878,999,136955301631.0,61,114.0,male,0,18-30,hs
879,1000,139179110564.0,94,-49.0,female,1,18-30,bachelors
880,1001,130944181250.0,71,37.0,female,0,18-30,masters
881,1002,134209509433.0,67,149.0,female,0,18-30,bachelors
882,1003,132436239798.0,53,-51.0,male,0,18-30,professional
883,1004,134079920038.0,27,-34.0,female,0,18-30,masters
884,1005,142927248011.0,65,295.0,male,0,30-45,bachelors
885,1008,129363275442.0,30,-28.0,male,0,30-45,bachelors
886,1009,129023778934.0,68,1.0,male,0,18-30,bachelors
887,1011,131490539593.0,16,-24.0,male,1,18-30,bachelors
888,1012,130835550559.0,72,234.0,male,0,30-45,professional
889,1013,128286379955.0,53,159.0,female,1,Over 60,professional
890,1014,123442211478.0,81,-90.0,male,1,,bachelors
891,1015,13261074016.0,12,3.0,male,0,18-30,hs
892,1016,113869984218.0,75,57.0,male,0,30-45,bachelors
893,1017,134050809802.0,61,17.0,male,0,18-30,bachelors
894,1018,12555762237.0,14,-12.0,male,0,18-30,professional
895,1019,142857003125.0,38,-38.0,female,0,30-45,professional
896,1020,136322616840.0,35,-25.0,female,0,18-30,bachelors
897,1021,137124730416.0,49,357.0,male,0,18-30,hs
898,1022,137640240985.0,70,10.0,male,0,18-30,doctorate
899,1023,134377048224.0,49,-20.0,male,0,18-30,hs
900,1024,125160612278.0,40,-7.0,male,0,18-30,masters
901,1025,146752936968.0,65,180.0,female,0,18-30,professional
902,1026,128586999089.0,46,66.0,male,1,45-60,masters
903,1027,27061703118.0,16,31.0,female,1,45-60,hs
904,1028,136916520081.0,66,-86.0,male,0,18-30,hs
905,1030,16766483826.0,5,14.0,female,0,45-60,bachelors
906,1031,132947394456.0,98,92.0,male,0,45-60,bachelors
907,1032,141810640235.0,45,102.0,male,0,30-45,hs
908,1034,129521812961.0,104,178.0,female,0,30-45,bachelors
909,1036,132525549264.0,44,5.0,male,0,18-30,some
910,1037,140591769770.0,39,300.0,female,0,45-60,hs
911,1038,123794421075.0,84,-75.0,female,1,45-60,hs
912,1039,126240981720.0,42,23.0,male,0,45-60,bachelors
913,1040,135727271334.0,64,-49.0,female,0,30-45,professional
914,1041,14497420898.0,11,21.0,male,0,18-30,bachelors
915,1042,78297825053.0,55,65.0,female,1,30-45,hs
916,1043,136590511287.0,39,-10.0,female,0,18-30,hs
917,1044,127523607879.0,206,-12.0,male,1,30-45,bachelors
918,1045,136721165919.0,75,-32.0,male,0,30-45,masters
919,1046,137178401929.0,96,59.0,male,0,30-45,masters
920,1047,142974727623.0,73,269.0,male,0,18-30,hs
921,1049,83503432567.0,44,199.0,male,1,30-45,bachelors
922,1050,125614314119.0,139,115.0,female,0,18-30,bachelors
923,1051,135215879994.0,63,-48.0,male,0,18-30,bachelors
924,1052,143487710906.0,32,237.0,male,0,18-30,hs
925,1053,132836876279.0,50,288.0,male,0,45-60,bachelors
926,1054,139838809800.0,80,-15.0,male,0,18-30,masters
927,1055,88439315190.0,30,9.0,male,0,18-30,professional
928,1056,140792612118.0,52,333.0,male,0,30-45,professional
929,1057,132383521048.0,51,-29.0,female,0,30-45,masters
930,1058,37433906230.0,8,127.0,male,0,30-45,bachelors
931,1059,132665191077.0,71,46.0,male,0,30-45,hs
932,1060,134110708315.0,78,142.0,male,0,30-45,hs
933,1061,110636743176.0,30,-3.0,male,1,18-30,bachelors
934,1062,128072607843.0,49,-29.0,female,1,30-45,masters
935,1063,128598705937.0,65,-32.0,male,0,18-30,bachelors
936,1064,133554589708.0,53,144.0,male,0,18-30,hs
937,1065,129914503875.0,36,11.0,female,1,18-30,hs
938,1066,133461806165.0,59,112.0,male,0,18-30,hs
939,1067,12650686978.0,7,17.0,male,0,30-45,masters
940,1068,108486231410.0,42,221.0,male,0,Under 18,some
941,1069,101655360842.0,32,90.0,female,0,18-30,some
942,1070,128281619890.0,47,-35.0,male,0,30-45,hs
943,1071,114935540554.0,36,281.0,male,0,18-30,hs
944,1072,64376115030.0,63,63.0,female,0,30-45,bachelors
945,1073,139517784599.0,51,-19.0,male,1,30-45,hs
946,1074,136575581601.0,26,-26.0,male,0,18-30,bachelors
947,1075,136198602831.0,75,83.0,male,0,30-45,professional
948,1077,128442886056.0,27,30.0,male,0,30-45,hs
949,1078,138845953145.0,136,-26.0,male,0,45-60,masters
950,1079,83249061717.0,51,-4.0,female,0,30-45,hs
951,1081,126128263636.0,70,15.0,male,0,30-45,professional
952,1083,132329597844.0,75,7.0,female,0,45-60,hs
953,1084,138930432328.0,43,-38.0,male,0,30-45,bachelors
954,1085,130713485489.0,88,87.0,female,0,45-60,professional
955,1086,136221256628.0,69,-14.0,male,0,45-60,bachelors
956,1087,123796434439.0,133,56.0,female,0,30-45,professional
957,1088,131475574531.0,47,267.0,female,0,30-45,masters
958,1089,132650108272.0,73,-3.0,female,0,30-45,bachelors
959,1090,107775877844.0,60,196.0,male,1,45-60,bachelors
960,1091,132170903364.0,63,42.0,female,1,30-45,doctorate
961,1092,140408677890.0,70,-6.0,male,0,30-45,bachelors
962,1093,127040368237.0,66,-60.0,female,0,45-60,masters
963,1094,107843872196.0,46,270.0,male,0,30-45,masters
964,1095,124920340929.0,22,-37.0,female,0,18-30,bachelors
965,1096,127714079877.0,53,-47.0,female,0,18-30,bachelors
966,1097,128151515392.0,35,26.0,male,1,18-30,professional
967,1098,125879941821.0,67,257.0,female,1,45-60,hs
968,1099,72175268153.0,38,118.0,male,1,45-60,bachelors
969,1100,123932490204.0,37,-36.0,female,0,30-45,professional
970,1101,129260423424.0,89,-102.0,female,0,18-30,hs
971,1102,138425094694.0,112,-105.0,female,0,18-30,bachelors
972,1103,130387266742.0,33,310.0,female,1,18-30,professional
973,1104,130362952924.0,47,325.0,male,0,18-30,bachelors
974,1105,136371845758.0,40,-16.0,female,0,18-30,bachelors
975,1106,133793135404.0,38,19.0,male,0,18-30,hs
976,1107,129580843018.0,34,-16.0,male,0,18-30,bachelors
977,1108,130400565856.0,57,-27.0,male,0,18-30,hs
978,1109,122078887916.0,41,31.0,male,0,18-30,hs
979,1110,128956280864.0,34,95.0,male,0,Under 18,bachelors
980,1111,134694122489.0,81,51.0,male,0,18-30,hs
981,1112,2029801989.0,4,0.0,female,0,18-30,hs
982,1113,132640098938.0,56,3.0,male,0,18-30,masters
983,1114,131950689875.0,102,145.0,male,0,18-30,bachelors
984,1115,133996781869.0,55,-52.0,male,0,18-30,bachelors
985,1117,125094145722.0,32,-27.0,female,0,18-30,bachelors
986,1118,128769894194.0,70,57.0,male,0,18-30,bachelors
987,1119,123061265908.0,31,36.0,male,0,18-30,hs
988,1120,135428717670.0,76,249.0,male,0,30-45,masters
989,1121,130335264239.0,100,51.0,male,0,30-45,professional
990,1122,133879930611.0,162,-90.0,female,0,18-30,bachelors
991,1123,3100238805.0,2,1.0,male,0,18-30,bachelors
992,1124,139088637841.0,53,76.0,female,0,18-30,masters
993,1125,2395305917.0,2,3.0,male,0,18-30,bachelors
994,1127,110231845795.0,48,176.0,male,0,18-30,bachelors
995,1128,134336730123.0,69,47.0,male,0,18-30,bachelors
996,1129,3203153542.0,1,7.0,male,0,18-30,hs
997,1130,130221264989.0,69,-29.0,female,1,18-30,masters
998,1131,127148868556.0,46,270.0,male,0,18-30,masters
999,1132,132948930654.0,41,-1.0,male,0,30-45,hs
1000,1133,119339904669.0,36,295.0,male,0,18-30,bachelors
1001,1134,93595164518.0,37,-31.0,male,1,30-45,doctorate
1002,1135,129733049376.0,98,-53.0,female,0,45-60,hs
1003,1137,139476253015.0,39,203.0,male,1,18-30,bachelors
1004,1138,138109638083.0,57,-67.0,female,0,30-45,bachelors
1005,1139,125304636507.0,34,-40.0,female,0,18-30,hs
1006,1140,134295668353.0,110,136.0,male,0,30-45,hs
1007,1141,139670904606.0,76,95.0,female,0,30-45,hs
1008,1142,134888671754.0,40,218.0,female,0,18-30,bachelors
1009,1143,128095863752.0,34,63.0,female,0,30-45,hs
1010,1144,106472279322.0,19,111.0,male,0,18-30,hs
1011,1145,120875252686.0,78,13.0,male,0,18-30,bachelors
1012,1146,108822877712.0,72,165.0,male,0,30-45,masters
1013,1147,133260070820.0,99,75.0,female,1,30-45,hs
1014,1148,94251344750.0,32,-26.0,male,1,30-45,bachelors
1015,1149,127418740745.0,40,94.0,male,0,30-45,masters
1016,1150,127769561895.0,48,-48.0,female,0,45-60,professional
1017,1151,139148764113.0,68,-23.0,male,0,18-30,bachelors
1018,1152,56607392184.0,20,-9.0,male,0,18-30,masters
1019,1153,78820621998.0,27,30.0,female,0,18-30,doctorate
1020,1154,128543877287.0,93,206.0,female,1,18-30,some
1021,1155,135036725521.0,195,-144.0,male,0,18-30,professional
1022,1156,132402314921.0,42,206.0,male,1,18-30,hs
1023,1157,133750837210.0,66,32.0,female,0,18-30,hs
1024,1159,134310380657.0,65,-53.0,male,0,30-45,masters
1025,1160,137793613513.0,67,-40.0,female,0,30-45,hs
1026,1161,131827269322.0,98,-15.0,male,0,18-30,masters
1027,1162,131045151448.0,49,196.0,male,0,18-30,bachelors
1028,1164,92417477012.0,40,22.0,male,0,18-30,masters
1029,1165,125436543997.0,46,324.0,male,0,30-45,masters
1030,1166,131482542878.0,44,94.0,male,0,18-30,hs
1031,1168,138643600374.0,46,322.0,male,0,18-30,hs
1032,1169,127914699897.0,30,34.0,male,0,18-30,bachelors
1033,1170,131845417558.0,60,-43.0,male,0,18-30,professional
1034,1171,83672890987.0,29,-17.0,male,0,18-30,masters
1035,1172,129004071206.0,146,13.0,male,0,18-30,hs
1036,1173,133583957537.0,55,-27.0,male,0,18-30,hs
1037,1174,121826428709.0,59,-21.0,female,0,30-45,professional
1038,1175,43242521295.0,21,101.0,female,0,18-30,bachelors
1039,1176,128702644999.0,87,149.0,male,1,18-30,bachelors
1040,1177,132801916896.0,100,-59.0,female,1,18-30,masters
1041,1178,116805200067.0,34,271.0,male,0,30-45,professional
1042,1179,132030322826.0,67,-26.0,female,0,30-45,some
1043,1180,132364777770.0,40,-41.0,male,0,18-30,bachelors
1044,1181,130031688939.0,89,165.0,male,0,45-60,some
1045,1183,134005256349.0,79,279.0,male,0,30-45,masters
1046,1184,18946867445.0,6,4.0,female,0,18-30,hs
1047,1185,107102716444.0,61,212.0,female,0,30-45,bachelors
1048,1186,114721394362.0,41,-41.0,male,0,18-30,professional
1049,1188,130886368652.0,28,-26.0,male,0,18-30,hs
1050,1190,125293536945.0,40,115.0,male,1,18-30,hs
1051,1191,131626159652.0,41,-33.0,male,0,45-60,bachelors
1052,1192,104415916691.0,59,225.0,male,0,18-30,bachelors
1053,1193,135268553604.0,55,239.0,male,0,18-30,professional
1054,1194,141091434949.0,116,153.0,male,1,30-45,bachelors
1055,1195,142807953949.0,52,-10.0,female,0,30-45,bachelors
1056,1197,139198572599.0,48,-2.0,female,0,18-30,hs
1057,1198,129391069952.0,32,-15.0,female,0,18-30,bachelors
1058,1199,134711447457.0,56,-72.0,female,0,18-30,masters
1059,1201,129655424880.0,45,96.0,female,0,,doctorate
1060,1202,133800918184.0,53,242.0,male,0,18-30,bachelors
1061,1203,141262602767.0,90,-35.0,male,0,18-30,hs
1062,1204,144036680903.0,49,317.0,male,0,18-30,bachelors
1063,1206,145033428923.0,88,281.0,male,0,18-30,bachelors
1064,1207,112913100238.0,56,128.0,female,0,30-45,hs
1065,1208,127488719043.0,64,89.0,male,0,30-45,masters
1066,1209,130988841263.0,90,-76.0,male,0,30-45,masters
1067,1210,98495032775.0,39,141.0,male,0,45-60,professional
1068,1211,136562339909.0,54,51.0,male,0,Under 18,hs
1069,1212,135734160727.0,58,314.0,male,0,30-45,masters
1070,1213,132504811418.0,41,240.0,male,0,18-30,bachelors
1071,1214,135102696766.0,76,293.0,male,0,18-30,bachelors
1072,1215,128832868159.0,62,217.0,female,0,30-45,hs
1073,1216,126704110447.0,41,56.0,male,0,30-45,hs
1074,1217,136676925070.0,94,205.0,male,1,30-45,doctorate
1075,1218,133218126394.0,61,30.0,male,0,18-30,bachelors
1076,1219,139744347433.0,46,-8.0,male,0,30-45,bachelors
1077,1220,82766379966.0,29,230.0,female,1,18-30,hs
1078,1221,133083509225.0,59,146.0,female,0,18-30,professional
1079,1222,131530436573.0,79,137.0,female,1,30-45,bachelors
1080,1223,131439235977.0,49,27.0,male,1,30-45,professional
1081,1225,136668961454.0,64,191.0,male,0,30-45,hs
1082,1226,138447635799.0,53,332.0,male,1,18-30,bachelors
1083,1227,130735879792.0,68,172.0,male,0,18-30,masters
1084,1229,125587346111.0,47,313.0,female,0,30-45,hs
1085,1230,127068293234.0,44,12.0,male,0,18-30,hs
1086,1231,134883547491.0,51,57.0,male,0,18-30,bachelors
1087,1232,114300250276.0,41,267.0,female,1,18-30,bachelors
1088,1233,128178979685.0,64,75.0,male,0,30-45,bachelors
1089,1234,124721587211.0,49,-19.0,male,1,18-30,professional
1090,1235,125569184784.0,74,-26.0,male,0,18-30,bachelors
1091,1236,46260943989.0,12,117.0,male,0,18-30,hs
1092,1237,141787382094.0,94,130.0,female,0,18-30,bachelors
1093,1238,132543080983.0,112,162.0,female,0,18-30,bachelors
1094,1239,131363143092.0,126,1.0,female,1,30-45,bachelors
1095,1240,136869770258.0,47,205.0,male,0,18-30,hs
1096,1241,132243866529.0,67,114.0,female,0,18-30,hs
1097,1242,141167402913.0,48,46.0,male,0,18-30,professional
1098,1243,3239274516.0,1,0.0,female,0,30-45,masters
1099,1244,127726916397.0,87,-152.0,female,1,18-30,bachelors
1100,1245,114443355101.0,39,46.0,male,1,30-45,bachelors
1101,1248,129385422112.0,104,-29.0,female,0,18-30,bachelors
1102,1249,130484104601.0,18,-11.0,female,0,18-30,bachelors
1103,1250,120766840398.0,16,21.0,female,0,18-30,hs
1104,1251,5261073001.0,0,1.0,male,1,18-30,hs
1105,1252,138663278505.0,59,250.0,male,0,18-30,hs
1106,1253,134051558650.0,107,97.0,female,0,30-45,bachelors
1107,1254,128609269942.0,49,-21.0,male,0,30-45,masters
1108,1256,135115140669.0,51,204.0,male,0,18-30,bachelors
1109,1257,135194521396.0,53,29.0,male,0,18-30,masters
1110,1258,135396026091.0,61,26.0,male,0,18-30,masters
1111,1259,136528565648.0,52,-44.0,male,1,18-30,bachelors
1112,1261,129391192095.0,137,83.0,female,0,30-45,masters
1113,1262,135819481614.0,41,332.0,female,0,30-45,professional
1114,1264,132024558821.0,68,-1.0,male,0,18-30,bachelors
1115,1265,131836739954.0,57,301.0,male,0,30-45,bachelors
1116,1266,136765071683.0,84,-2.0,male,0,18-30,professional
1117,1267,136128975381.0,59,-30.0,male,0,30-45,hs
1118,1268,111583307443.0,82,149.0,female,0,18-30,bachelors
1119,1269,131042334451.0,33,351.0,male,0,30-45,professional
1120,1271,123779404890.0,47,-48.0,male,0,18-30,bachelors
1121,1273,137667700802.0,51,272.0,male,1,Over 60,bachelors
1122,1274,111726038784.0,16,0.0,male,0,18-30,professional
1123,1275,101504491720.0,74,107.0,male,0,18-30,bachelors
1124,1277,128130032340.0,45,12.0,female,0,30-45,bachelors
1125,1278,127453074073.0,66,-44.0,male,0,30-45,professional
1126,1279,47404610198.0,16,-8.0,male,0,18-30,hs
1127,1280,128744422856.0,93,219.0,male,0,30-45,masters
1128,1281,86242504996.0,78,76.0,male,0,18-30,hs
1129,1282,139101127978.0,42,354.0,male,1,18-30,bachelors
1130,1283,131913689429.0,71,26.0,female,0,30-45,professional
1131,1285,124954719846.0,26,46.0,male,0,18-30,bachelors
1132,1286,133046903041.0,50,242.0,male,1,18-30,masters
1133,1287,7457261509.0,5,9.0,male,0,18-30,bachelors
1134,1288,135797215745.0,65,4.0,male,0,18-30,bachelors
1135,1289,132770196604.0,81,133.0,female,0,18-30,hs
1136,1290,139007891437.0,40,-41.0,male,0,18-30,bachelors
1137,1291,113178684048.0,38,211.0,male,0,45-60,hs
1138,1293,139526051721.0,44,-21.0,female,0,30-45,professional
1139,1294,133833868533.0,98,174.0,male,0,18-30,masters
1140,1295,124219713901.0,100,175.0,female,0,18-30,masters
1141,1296,127799041536.0,50,46.0,male,0,Over 60,bachelors
1142,1297,11595965154.0,7,43.0,male,0,30-45,doctorate
1143,1298,129292900196.0,52,417.0,female,1,18-30,bachelors
1144,1299,102435309696.0,29,71.0,female,0,30-45,masters
1145,1300,137251468861.0,39,-18.0,male,0,18-30,hs
1146,1301,141501090154.0,39,-2.0,female,0,30-45,bachelors
1147,1302,130118582530.0,45,32.0,male,0,30-45,hs
1148,1303,115926262745.0,50,80.0,female,0,30-45,bachelors
1149,1304,138771735444.0,63,321.0,male,0,,bachelors
1150,1305,126259699847.0,82,87.0,male,0,18-30,hs
1151,1306,145295533003.0,67,-48.0,female,0,18-30,hs
1152,1307,125467616627.0,212,-1.0,male,0,30-45,hs
1153,1308,129402739541.0,57,294.0,female,0,18-30,bachelors
1154,1310,105870447635.0,22,131.0,male,0,30-45,hs
1155,1311,75147598006.0,37,149.0,female,1,18-30,masters
1156,1312,128465899953.0,39,-22.0,male,1,Under 18,hs
1157,1313,130179634393.0,34,313.0,male,0,18-30,hs
1158,1314,129904193629.0,142,17.0,female,0,30-45,masters
1159,1315,138329383221.0,82,-87.0,male,0,18-30,hs
1160,1318,128395402638.0,72,-27.0,male,0,18-30,bachelors
1161,1320,81526246393.0,30,197.0,male,0,30-45,hs
1162,1321,82751461945.0,38,9.0,male,0,18-30,some
1163,1322,29041292560.0,8,30.0,male,1,18-30,hs
1164,1323,123234661947.0,64,259.0,male,0,30-45,masters
1165,1324,123905974185.0,151,-48.0,male,0,45-60,professional
1166,1325,126763438820.0,41,3.0,male,1,Under 18,bachelors
1167,1326,134791372415.0,56,-21.0,female,1,18-30,bachelors
1168,1327,129637132323.0,45,234.0,female,0,30-45,bachelors
1169,1328,126649617751.0,114,-82.0,female,0,18-30,masters
1170,1330,129719113990.0,107,-6.0,female,1,,bachelors
1171,1331,123216370252.0,47,82.0,male,0,18-30,hs
1172,1332,133781313728.0,51,205.0,female,0,30-45,bachelors
1173,1333,131887855925.0,83,264.0,male,0,18-30,some
1174,1334,131759985250.0,81,48.0,male,0,,bachelors
1175,1335,136763388895.0,64,259.0,male,0,Over 60,professional
1176,1336,132615386865.0,72,247.0,male,0,30-45,hs
1177,1337,93677004495.0,38,97.0,male,0,18-30,bachelors
1178,1338,131297472566.0,60,290.0,male,0,18-30,bachelors
1179,1339,138153544380.0,58,182.0,male,0,18-30,some
1180,1340,104996477702.0,53,186.0,male,0,18-30,bachelors
1181,1341,140605541169.0,52,343.0,male,0,Under 18,bachelors
1182,1342,138947978281.0,76,-19.0,male,0,30-45,bachelors
1183,1344,136885198239.0,59,322.0,male,0,18-30,hs
1184,1345,132180252772.0,90,193.0,male,1,30-45,bachelors
1185,1346,127102108937.0,59,267.0,male,0,18-30,hs
1186,1348,140555935841.0,52,264.0,male,0,30-45,bachelors
1187,1349,127026500871.0,31,-41.0,female,0,30-45,masters
1188,1350,127837275552.0,68,88.0,male,1,18-30,bachelors
1189,1351,122807661238.0,38,55.0,female,0,30-45,hs
1190,1352,128291613657.0,54,-43.0,male,0,18-30,bachelors
1191,1353,127077464562.0,43,216.0,male,0,18-30,hs
1192,1354,133145374051.0,134,-136.0,female,0,30-45,bachelors
1193,1356,128723993604.0,36,180.0,male,0,18-30,bachelors
1194,1357,135083002563.0,45,94.0,male,0,30-45,professional
1195,1359,147906696958.0,53,1.0,male,0,18-30,masters
1196,1360,131721261808.0,81,262.0,female,0,18-30,professional
1197,1361,144447053000.0,279,-226.0,male,0,30-45,hs
1198,1362,71563923226.0,64,-66.0,male,0,30-45,professional
1199,1363,43848165974.0,31,50.0,male,0,30-45,professional
1200,1364,37449125782.0,11,60.0,male,0,18-30,hs
1201,1366,132430485831.0,31,53.0,female,0,30-45,hs
1202,1367,95552434451.0,54,88.0,female,1,30-45,hs
1203,1368,130778208275.0,49,-49.0,male,0,18-30,bachelors
1204,1369,136022222613.0,51,82.0,female,0,18-30,professional
1205,1371,123901224925.0,72,258.0,male,0,18-30,hs
1206,1372,132083035809.0,55,184.0,male,0,18-30,bachelors
1207,1374,8055836377.0,4,-3.0,male,0,30-45,bachelors
1208,1375,122498501815.0,115,-95.0,male,0,18-30,bachelors
1209,1376,125847841205.0,71,184.0,male,1,18-30,hs
1210,1377,128970339870.0,44,275.0,male,0,30-45,bachelors
1211,1378,135518294710.0,73,-123.0,male,0,30-45,masters
1212,1379,135392315185.0,44,-47.0,female,0,30-45,bachelors
1213,1381,131652402018.0,47,269.0,female,0,18-30,masters
1214,1382,132243201897.0,40,-35.0,male,0,18-30,bachelors
1215,1383,56579728455.0,21,108.0,male,0,45-60,bachelors
1216,1384,12421640713.0,16,-6.0,male,0,18-30,hs
1217,1385,139126632267.0,37,75.0,male,0,30-45,masters
1218,1386,134110050710.0,55,213.0,male,1,30-45,bachelors
1219,1387,132626483037.0,56,146.0,male,1,30-45,masters
1220,1388,125197459003.0,61,343.0,male,0,18-30,bachelors
1221,1390,131162855560.0,53,-61.0,female,0,30-45,bachelors
1222,1392,127954368787.0,82,240.0,male,0,18-30,masters
1223,1394,120365842873.0,130,-79.0,female,0,,bachelors
1224,1396,53530025212.0,24,119.0,male,0,18-30,hs
1225,1397,107796484170.0,49,49.0,female,0,30-45,bachelors
1226,1398,137863028524.0,61,-27.0,male,0,18-30,bachelors
1227,1399,131765814276.0,47,99.0,female,0,18-30,bachelors
1228,1400,127428035443.0,72,-5.0,female,0,45-60,hs
1229,1402,137200377772.0,54,274.0,female,1,18-30,doctorate
1230,1403,123237704639.0,95,216.0,male,1,18-30,bachelors
1231,1404,50763754483.0,37,-29.0,male,0,18-30,masters
1232,1405,138708550263.0,54,-55.0,female,0,30-45,masters
1233,1406,137320343474.0,74,10.0,male,1,18-30,hs
1234,1407,122680805870.0,44,269.0,male,0,30-45,professional
1235,1409,91933999189.0,28,21.0,male,0,18-30,hs
1236,1410,134891259259.0,114,176.0,male,0,18-30,professional
1237,1411,129169887661.0,54,43.0,female,0,45-60,professional
1238,1412,133183962211.0,46,6.0,male,0,18-30,hs
1239,1413,130571701622.0,97,223.0,female,0,30-45,hs
1240,1414,131272644298.0,61,145.0,male,0,30-45,masters
1241,1415,141851442395.0,74,-36.0,female,0,45-60,masters
1242,1416,65989416507.0,31,-4.0,female,0,18-30,professional
1243,1418,130296164094.0,41,-3.0,female,1,30-45,masters
1244,1419,131434872325.0,36,355.0,female,0,18-30,hs
1245,1420,132841763667.0,31,-15.0,female,0,30-45,professional
1246,1421,132323989302.0,21,324.0,male,0,18-30,bachelors
1247,1423,134669598234.0,63,-38.0,male,0,30-45,hs
1248,1424,132507403060.0,48,-25.0,female,0,18-30,hs
1249,1426,82565451691.0,39,142.0,male,0,18-30,hs
1250,1427,86809376879.0,21,182.0,male,0,18-30,hs
1251,1428,50096538446.0,42,35.0,male,0,30-45,bachelors
1252,1430,123846323592.0,66,-43.0,female,1,18-30,bachelors
1253,1431,19851802218.0,16,-8.0,female,1,18-30,bachelors
1254,1432,15134766801.0,14,14.0,female,1,30-45,bachelors
1255,1433,133756251263.0,57,314.0,male,0,18-30,bachelors
1256,1434,129372966016.0,35,86.0,male,0,18-30,professional
1257,1435,129056762685.0,32,-41.0,male,0,30-45,bachelors
1258,1436,128581081063.0,43,246.0,male,1,30-45,bachelors
1259,1437,123706960443.0,51,63.0,male,0,30-45,masters
1260,1438,103138449044.0,49,162.0,male,0,30-45,masters
1261,1440,40884957080.0,38,41.0,male,0,18-30,masters
1262,1443,133744421617.0,54,277.0,female,0,30-45,professional
1263,1445,131210008808.0,53,284.0,male,0,18-30,some
1264,1447,132890564324.0,77,173.0,female,0,45-60,bachelors
1265,1449,134934205472.0,45,-27.0,male,0,18-30,professional
1266,1451,132433357591.0,103,120.0,male,0,30-45,bachelors
1267,1452,48307918778.0,18,66.0,male,0,18-30,bachelors
1268,1453,111774657684.0,30,-6.0,female,0,30-45,bachelors
1269,1454,130204409604.0,35,-36.0,female,0,18-30,hs
1270,1455,27654127171.0,31,-8.0,female,1,18-30,masters
1271,1456,131203719300.0,49,148.0,male,0,30-45,masters
1272,1457,126089007946.0,146,-14.0,male,0,18-30,bachelors
1273,1458,130710442970.0,89,151.0,female,0,30-45,hs
1274,1459,124976201641.0,72,-64.0,male,0,30-45,masters
1275,1460,127163072997.0,105,-65.0,female,0,45-60,masters
1276,1461,133731407220.0,40,-14.0,male,0,30-45,hs
1277,1464,87343001735.0,27,112.0,female,0,30-45,masters
1278,1465,77242206561.0,29,37.0,female,1,45-60,hs
1279,1466,128678367084.0,177,-88.0,male,0,30-45,bachelors
1280,1468,131280458017.0,83,191.0,male,0,18-30,bachelors
1281,1469,126594337628.0,77,149.0,female,1,,bachelors
1282,1470,85297275174.0,38,14.0,female,0,30-45,bachelors
1283,1471,132306881404.0,75,134.0,female,1,45-60,bachelors
1284,1474,128211752060.0,65,102.0,male,1,30-45,bachelors
1285,1475,135078360925.0,51,7.0,male,0,30-45,hs
1286,1476,137330674668.0,65,68.0,male,0,18-30,hs
1287,1477,8989493652.0,4,1.0,female,1,45-60,hs
1288,1478,122652513823.0,43,56.0,male,0,18-30,hs
1289,1479,121967658950.0,53,136.0,female,0,30-45,masters
1290,1480,124938728122.0,84,196.0,female,0,30-45,bachelors
1291,1481,127500685811.0,80,155.0,male,1,18-30,bachelors
1292,1482,130828322616.0,48,137.0,male,0,18-30,hs
1293,1483,137056142197.0,38,255.0,female,0,18-30,professional
1294,1484,108722584767.0,53,147.0,male,0,30-45,professional
1295,1485,12452340023.0,3,28.0,male,0,18-30,professional
1296,1486,127819069080.0,55,269.0,female,0,18-30,hs
1297,1487,6439758266.0,5,5.0,female,0,30-45,bachelors
1298,1488,134071314978.0,76,229.0,female,0,18-30,bachelors
1299,1490,132391863279.0,99,174.0,male,1,18-30,some
1300,1491,132160532850.0,43,-20.0,male,0,18-30,some
1301,1492,137660444993.0,53,316.0,male,0,18-30,bachelors
1302,1493,128889461627.0,49,260.0,male,0,30-45,bachelors
1303,1494,130943319672.0,58,179.0,male,0,18-30,bachelors
1304,1495,124570759900.0,40,136.0,female,0,18-30,bachelors
1305,1496,130995823757.0,159,-11.0,female,1,45-60,hs
1306,1497,131186979870.0,31,326.0,female,0,18-30,masters
1307,1498,123102674573.0,25,6.0,female,0,18-30,masters
1308,1499,131756936676.0,33,77.0,female,0,18-30,bachelors
1309,1500,132508046311.0,35,-15.0,female,0,18-30,bachelors
1310,1503,77038020349.0,49,-47.0,male,0,18-30,bachelors
1311,1504,131583555158.0,44,81.0,female,1,30-45,hs
1312,1505,106170765374.0,98,-88.0,male,0,18-30,masters
1313,1506,130151957411.0,42,9.0,male,1,18-30,masters
1314,1507,126779706760.0,99,-21.0,male,0,18-30,bachelors
1315,1508,129080162676.0,53,300.0,female,1,45-60,hs
